Data,Timestamp,DinheiroTotal,VariaçãoEconomia,UsuariosTotal,UsuariosAtivos,BancoTotal,CarteiraTotal,EmprestimosAtivos,ValorEmprestado,MediaSaldo,UsuarioMaisRicoID,UsuarioMaisRicoSaldo,ConcentracaoRiquezaTop10,TransacoesDia,GeradoDia,RemovidoDia
2026-02-20,17:05:13,200866.00,+200850.00,82,11,29955.00,170911.00,2,15000.00,2449.59,1175842650671296605,80213.00,68.07%,123,74.00,50000.00
